,A_adcl,B_adcl,C_adcl,D_adcl,E_adcl,A_edpl,B_edpl,C_edpl,D_edpl,E_edpl,A_mindistl,B_mindistl,C_mindistl,D_mindistl,E_mindistl,A_prichness,B_prichness,C_prichness,D_prichness,E_prichness,community,sourceSeq,seqID,organism,ncbi_tax_id,multiplicity,B_adcl_log,C_adcl_log,D_adcl_log,E_adcl_log
445,0.241468,0.29280100000000003,0.281281,0.272597,0.077682,0.0192541,0.0402611,0.0,0.0557066,0.0335298,0.0652162372523,0.0372869591521,0.334577175363,7.80118408203e-06,5.42806396484e-06,2.0,3.0,1.0,10.0,11.0,CC11CM42,NR_026031.1,CC11CM42SCR00a38d70710a4670ada1dc58babed628,Eubacterium saphenum,51123,389,-0.5334259611314144,-0.5334259611314144,-0.5334259611314144,-0.5334259611314144
446,0.141714,0.150463,0.097512,0.157631,0.26361100000000004,0.0579309,0.0780545,0.0276767,0.0,0.07764539999999999,5.645649999999999e-07,5.12719726562e-06,8.19885253906e-06,0.157631412454,5.348828125e-06,12.0,20.0,8.0,1.0,11.0,CC11CM59,AB698914.1.1392,CC11CM59SCR9df59d8876384cf48ba2bfeca1704b2e,Fusicatenibacter saccharivorans,1150298,94,-0.8225673968911734,-0.8225673968911734,-0.8225673968911734,-0.8225673968911734
447,9e-06,9e-06,0.009763,0.146421,0.233471,0.0,1.57776e-05,0.0,0.00612384,0.0,9.38889160156e-06,8.7173828125e-06,0.00976258358527,9.018188476560001e-06,0.233470929342,1.0,2.0,1.0,7.0,1.0,CC11CM79,AB050108.1.1455,CC11CM79SCR0ac5bc825d1d4d60a7ca708fc028b3d8,Bacteroides ovatus,28116,1467,-5.0,-5.0,-5.0,-5.0
448,0.023902,0.016708,0.039287,0.122282,0.048704,0.00663646,0.0007663069999999999,0.024194,0.00266679,0.00103316,5.0567675781300004e-06,5.12902832031e-06,7.742614746089999e-06,8.20593261719e-06,5.42806396484e-06,5.0,3.0,5.0,3.0,4.0,CC11CM89,KC836541.1.1343,CC11CM89SCRb8b655a7e7c946c4b663c6def6d82cfd,Leuconostoc pseudomesenteroides,33968,2,-1.7770495409789886,-1.7770495409789886,-1.7770495409789886,-1.7770495409789886
449,7.000000000000002e-06,0.049378,0.023763,0.058844000000000014,0.248212,0.0587688,0.0242277,0.0238436,0.00898314,0.0,5.45407714844e-06,7.3731201171899994e-06,9.30771484375e-06,0.0197086871095,0.248211513394,10.0,6.0,5.0,3.0,1.0,CC11CM7,ABFZ02000011.1.1404,CC11CM7SCR06494fb226eb4eda9046cdbb38466021,Bacteroides stercoris,449673,1423,-1.3064577094401222,-1.3064577094401222,-1.3064577094401222,-1.3064577094401222
450,8e-06,0.24622800000000006,0.13231600000000002,0.121247,0.03057,0.000497293,0.0,0.015030600000000003,0.105338,0.00170804,8.39733886719e-06,0.246227851538,0.0364613927367,8.753430175780001e-06,5.03215332031e-06,3.0,1.0,3.0,13.0,3.0,CC11CM20,NR_119286.1,CC11CM20SCRe79072b43fd245038298dac3feb56541,[Clostridium] cocleatum,69824,88,-0.6086607986903425,-0.6086607986903425,-0.6086607986903425,-0.6086607986903425
451,7.000000000000002e-06,0.191044,9e-06,0.284529,0.2005,0.0,0.0329301,0.0948949,0.0979684,0.0225766,6.59530639648e-06,5.12963867187e-06,9.02807617187e-06,5.57038574219e-06,8.12546386719e-06,1.0,7.0,2.0,16.0,11.0,CC11CM9,NR_024661.1,CC11CM9SCRd8d4609d5bd04db084525aa1a2c61606,Eubacterium ruminantium,42322,804,-0.7188643241144103,-0.7188643241144103,-0.7188643241144103,-0.7188643241144103
452,9e-06,0.194427,0.123647,0.137723,0.084387,0.0,0.0163364,0.0459186,0.0,0.0125112,9.098193359369999e-06,7.1442260742199995e-06,6.74650878906e-06,0.137722906503,5.58072509766e-06,1.0,3.0,7.0,1.0,8.0,CC11CM43,NR_112657.1,CC11CM43SCRda4e95333e9447eb93975f7a1668f546,Desulfovibrio vulgaris,881,59,-0.7112411912109813,-0.7112411912109813,-0.7112411912109813,-0.7112411912109813
453,6e-06,5e-06,0.015711000000000003,0.224589,0.249893,0.0,0.0,0.0506848,0.0280404,0.0625795,5.53806152344e-06,5.13645019531e-06,0.0157108902776,0.0166125683455,5.348828125e-06,1.0,1.0,3.0,3.0,11.0,CC11CM82,FJ947528.1.1381,CC11CM82SCRf7f0a6349b3140a8a048da26cd4cda62,Anaerostipes butyraticus,645466,1046,-5.221848749616356,-5.221848749616356,-5.221848749616356,-5.221848749616356
454,0.091582,0.081403,0.118819,0.313565,0.274327,0.0,0.0,0.0,0.52535,0.07066389999999999,0.0823213848165,0.0814008519811,0.118818949081,6.52707519531e-06,5.348828125e-06,1.0,1.0,1.0,20.0,13.0,CC11CM48,ARMK01000003.40.1327,CC11CM48SCR5770f6d258914eccb4490b5c489b64c1,Fusobacterium russii,1278306,774,-1.0893542543829546,-1.0893542543829546,-1.0893542543829546,-1.0893542543829546
455,0.07113799999999999,0.056048,0.050536000000000005,0.046360000000000005,0.235922,0.0,0.0,0.0007243810000000001,0.0466537,0.0,0.0711379356719,0.0560480687123,0.041528357429699986,0.010781515683500002,0.235922033475,1.0,1.0,3.0,6.0,1.0,CC11CM88,AB200228.1.1458,CC11CM88SCRb790d546334449e59b90084c68320a1f,Bacteroides pyogenes,310300,172,-1.251432131478573,-1.251432131478573,-1.251432131478573,-1.251432131478573
456,7.000000000000002e-06,5e-06,6e-06,0.116665,0.097925,0.0170646,0.0310128,0.000278928,0.121682,0.0288334,5.645649999999999e-07,5.07739257812e-06,5.6401953125e-06,5.801342773440001e-06,5.42806396484e-06,13.0,11.0,3.0,19.0,13.0,CC11CM33,GU561412.1.1445,CC11CM33SCR792d2e412d5945fdaea68fd1da819747,Veillonella atypica,39777,114,-5.221848749616356,-5.221848749616356,-5.221848749616356,-5.221848749616356
457,7.000000000000002e-06,5e-06,6e-06,0.121126,0.096914,3.55075e-05,6.50993e-05,0.000266633,0.121135,0.040792400000000006,6.88598632813e-06,5.07739257812e-06,5.6401953125e-06,5.801342773440001e-06,5.42806396484e-06,2.0,5.0,3.0,18.0,13.0,CC11CM62,DQ003631.1.1486,CC11CM62SCRf97140c73d33482a9294cbcbcb52c2cb,Veillonella genomosp,29465,347,-5.221848749616356,-5.221848749616356,-5.221848749616356,-5.221848749616356
458,6e-06,0.007897,0.208492,0.156993,0.118131,0.0,0.0156438,0.0229123,0.000569551,0.0178893,6.0168762207e-06,0.004963131009260001,0.0721429924072,0.00571186178027,5.348828125e-06,1.0,5.0,5.0,3.0,5.0,CC11CM68,NR_114789.1,CC11CM68SCR47a67f9376d24d66a3b88868206c8607,[Clostridium] leptum,1535,332,-2.1024828705994745,-2.1024828705994745,-2.1024828705994745,-2.1024828705994745
459,9e-06,0.194427,0.123647,0.137723,0.084387,0.0,0.0163364,0.0459186,0.0,0.0125112,9.098193359369999e-06,7.1442260742199995e-06,6.74650878906e-06,0.137722906503,5.58072509766e-06,1.0,3.0,7.0,1.0,8.0,CC11CM47,CP002297.3253751.3255287,CC11CM47SCR249f2b9dbdeb4b2ebf27900ecf9e58f2,Desulfovibrio vulgaris,573059,94,-0.7112411912109813,-0.7112411912109813,-0.7112411912109813,-0.7112411912109813
460,8e-06,6e-06,0.196983,0.08482999999999999,0.271972,0.0,0.0,0.0150112,0.0153405,0.00590822,7.806793212889999e-06,5.76779174805e-06,8.29686279297e-06,5.16536865234e-06,5.348828125e-06,1.0,1.0,3.0,3.0,6.0,CC11CM48,NR_028866.1,CC11CM48SCR40c99ff878d547afad56b8c89271e32f,Prevotella bryantii B14,752555,1455,-5.154901959985743,-5.154901959985743,-5.154901959985743,-5.154901959985743
461,5e-06,5e-06,0.05655,0.066633,0.238276,0.000379022,0.0,0.000829387,0.0229167,0.0,5.3782165527300004e-06,5.2487915039099995e-06,9.30771484375e-06,0.022068968409,0.238276054561,3.0,1.0,3.0,3.0,1.0,CC11CM88,NR_112894.1,CC11CM88SCRd8d015d303fb43c19292cd9726c64dfe,Bacteroides fluxus YIT 12057,763034,61,-5.221848749616356,-5.221848749616356,-5.221848749616356,-5.221848749616356
462,0.058454,0.13404100000000002,0.08960800000000001,0.028571,0.27581100000000003,0.0276016,0.00651141,0.0322188,0.00379515,0.0191882,5.43271484375e-06,0.0126098282389,5.48305664062e-06,0.019213230896,5.348828125e-06,20.0,5.0,5.0,3.0,9.0,CC11CM60,NR_113353.1,CC11CM60SCRf4317a32b1ba48a884847313e0a47d0b,Bacteroides zoogleoformans,28119,284,-0.8727591008122674,-0.8727591008122674,-0.8727591008122674,-0.8727591008122674
463,7.000000000000002e-06,0.032369,0.055424,0.271641,0.22221,0.00540583,0.0126252,0.0,0.0544045,0.0493472,5.54450683594e-06,0.020359881600400004,0.0554244852236,0.00254634739745,5.03215332031e-06,7.0,3.0,1.0,5.0,11.0,CC11CM53,NR_041497.1,CC11CM53SCR723a437c9a0141efa94b8c64efc5d758,[Clostridium] sufflavum,396504,761,-1.489857300597427,-1.489857300597427,-1.489857300597427,-1.489857300597427
464,0.025239,0.052343,0.107564,0.164377,0.252809,0.0199972,0.0250702,0.0383114,0.0,0.021819400000000003,7.40341796875e-06,5.7429992675800015e-06,7.98579101562e-06,0.16437745496,5.348828125e-06,5.0,5.0,10.0,1.0,9.0,CC11CM57,AB661433.1.1495,CC11CM57SCReeef18a4506a47559119459afa92046c,Roseburia faecis,301302,502,-1.2811330927096938,-1.2811330927096938,-1.2811330927096938,-1.2811330927096938
465,6e-06,0.153687,0.279387,0.184877,0.093491,0.0,0.00460807,0.08768989999999999,0.0327345,0.0584404,6.14575195313e-06,0.016743556215,5.23969726562e-06,5.9995239257800015e-06,5.348828125e-06,1.0,3.0,20.0,12.0,11.0,CC11CM0,AB298910.1.1471,CC11CM0SCR6f14135fa1ba41f49b480f6973684fb2,Eubacterium limosum,1736,1066,-0.8133600410053721,-0.8133600410053721,-0.8133600410053721,-0.8133600410053721
466,9e-06,0.068096,0.091938,0.057682,0.078541,0.00493254,0.0173157,0.00181855,0.00349174,0.0,7.18898925781e-06,6.22333984375e-06,0.00789411247979,6.51046142578e-06,0.0785411447271,4.0,11.0,3.0,5.0,1.0,CC11CM59,AB377147.1.1311,CC11CM59SCR10bf82841ad24c2797327e0fd21414f7,Haemophilus influenzae,727,90,-1.1668720204241374,-1.1668720204241374,-1.1668720204241374,-1.1668720204241374
467,8e-06,0.056387,0.177335,0.299563,0.285071,0.000127136,0.0,0.0,0.0250907,0.0669421,5.96129150391e-06,0.0563873060319,0.177334618214,6.52707519531e-06,5.348828125e-06,2.0,1.0,1.0,5.0,13.0,CC11CM30,EU541435.1.1481,CC11CM30SCRaa528126ec68491ba7abe077e36ca00d,Flavonifractor plautii,292800,113,-1.2488133089294233,-1.2488133089294233,-1.2488133089294233,-1.2488133089294233
468,5e-06,7.000000000000002e-06,0.009239,8e-06,0.193083,0.00539507,0.00711416,0.0,0.0,0.0,5.22333984375e-06,5.67448730469e-06,0.00923859756528,7.71765875045e-06,0.193083179824,3.0,3.0,1.0,1.0,1.0,CC11CM9,AJPU01000028.19.1537,CC11CM9SCR36eba308d34a4518be726036eb6d83bd,Parabacteroides merdae,999421,2411,-5.096910013008056,-5.096910013008056,-5.096910013008056,-5.096910013008056
469,8e-06,0.211817,0.32391,0.285484,0.152062,0.0,0.061846800000000014,0.0519861,0.0240972,0.0,8.310021972660001e-06,0.00653609682157,5.0537109375e-06,9.09658203125e-06,0.152061846547,1.0,3.0,11.0,6.0,1.0,CC11CM15,JF824799.1.1423,CC11CM15SCRfdad2e366c624d0b88bc67610943bf9f,Alistipes timonensis,1033731,597,-0.674037136917329,-0.674037136917329,-0.674037136917329,-0.674037136917329
470,1e-05,9e-06,0.128855,0.10113,0.258326,0.0440691,0.0,0.0102589,0.0,0.0663003,5.550463867190001e-06,8.935607910160001e-06,8.19885253906e-06,0.10112990678,5.348828125e-06,5.0,1.0,7.0,1.0,11.0,CC11CM1,NR_104687.1,CC11CM1SCR1cac7827da7f45e28ca146a481e5b7df,Blautia hansenii DSM 20583,537007,474,-5.0,-5.0,-5.0,-5.0
471,0.342037,0.335845,0.423144,0.189272,0.145885,0.0028166,0.0186847,0.0972053,0.0484584,0.0,0.006767395721699999,0.0114146296505,7.918981933589999e-06,9.09658203125e-06,0.145885213373,3.0,3.0,7.0,9.0,1.0,CC11CM11,AB547648.1.1487,CC11CM11SCRbfc4ffd465a749c1889868c1871d7304,Odoribacter laneus,626933,413,-0.47385981987763826,-0.47385981987763826,-0.47385981987763826,-0.47385981987763826
472,8e-06,8e-06,0.111029,0.289406,0.084972,0.0,0.0,0.00412152,0.0352099,0.0502916,8.30319824219e-06,7.56750488281e-06,0.007529805503970002,5.9995239257800015e-06,5.03215332031e-06,1.0,1.0,3.0,16.0,13.0,CC11CM52,FJ489247.1.1478,CC11CM52SCR311bc8c070a34ea2b8bfe40fe7da9c28,Megamonas hypermegale,158847,37,-5.045757490560675,-5.045757490560675,-5.045757490560675,-5.045757490560675
473,5e-06,7.000000000000002e-06,0.208849,0.150697,0.226843,0.0,0.0264515,0.017650400000000004,0.0378821,0.0,5.42457275391e-06,6.09692382812e-06,5.1205200195300015e-06,9.018188476560001e-06,0.226842767965,1.0,6.0,8.0,7.0,1.0,CC11CM20,AB253726.1.1456,CC11CM20SCRe176156e6ffa4defb12679c5ad2290ba,Bacteroides barnesiae,376804,965,-5.096910013008056,-5.096910013008056,-5.096910013008056,-5.096910013008056
474,0.298494,0.307736,0.294117,0.19778,0.132351,0.0,0.00431879,0.07293739999999999,0.104986,0.0,0.298493712948,0.0241333057457,7.918981933589999e-06,0.0359392700492,0.132350661082,1.0,3.0,9.0,7.0,1.0,CC11CM42,NR_113075.1,CC11CM42SCR490cf2e0ff4b4fff80c9038486fa44bc,Odoribacter splanchnicus,28118,523,-0.5118202842862118,-0.5118202842862118,-0.5118202842862118,-0.5118202842862118
475,9e-06,8e-06,6e-06,0.065152,8e-06,0.0,0.0,0.0,0.0330136,0.0,9.46661376953e-06,8.12194824219e-06,5.63806152344e-06,5.5433227539099995e-06,8.00920667079e-06,1.0,1.0,1.0,9.0,1.0,CC11CM66,HQ646364.1.1477,CC11CM66SCR188c53eb2fc1470d9496982661a1c902,Turicibacter sanguinis,154288,110,-5.045757490560675,-5.045757490560675,-5.045757490560675,-5.045757490560675
476,0.19412,0.097577,0.17946700000000002,0.287096,0.215959,0.054320000000000014,0.00723254,0.0627813,0.012352600000000002,0.054546400000000016,8.621875e-06,0.007473980354329998,0.0548954182647,0.052536391774900014,0.0065805806459700005,8.0,3.0,3.0,4.0,11.0,CC11CM58,AB649276.1.1495,CC11CM58SCR40e19f875f1d446193a5c843ffff2f63,[Clostridium] propionicum,1506577,34,-1.0106480876160997,-1.0106480876160997,-1.0106480876160997,-1.0106480876160997
477,5e-06,0.177869,0.104898,0.114668,0.0617,0.0,0.0573731,0.053251199999999985,0.00639988,0.0,5.19592285156e-06,6.6041748046900005e-06,6.63276367187e-06,0.00257439342944,0.0616996447422,1.0,15.0,12.0,3.0,1.0,CC11CM40,NR_041667.1,CC11CM40SCR77f37a6b18514e098b80a1b0a3b39dc8,Parasutterella excrementihominis,487175,666,-0.7498972949353738,-0.7498972949353738,-0.7498972949353738,-0.7498972949353738
478,7.000000000000002e-06,6e-06,0.240063,0.304686,0.278679,0.0,0.0,0.0,0.0164516,0.0562798,6.73505859375e-06,6.310974121090001e-06,0.240063405419,0.034945871195099995,5.348828125e-06,1.0,1.0,1.0,3.0,11.0,CC11CM73,AY136666.1.1483,CC11CM73SCR6dd077e354eb433d8a51f14e565d86c9,Pseudoflavonifractor capillosus,106588,6,-5.154901959985743,-5.154901959985743,-5.154901959985743,-5.154901959985743
479,6e-06,0.312035,0.232018,0.201773,0.19269,0.0,0.039609,0.00367124,0.0434608,0.0,6.05581665039e-06,7.2906494140600004e-06,5.16989135742e-06,0.025847520158700003,0.19269009933400005,1.0,7.0,5.0,5.0,1.0,CC11CM87,AWWG01000020.296.1831,CC11CM87SCR69e3d3aa3d0745b99e92cb48e08b7c7a,Coprobacter fastidiosus,1349822,425,-0.5057952979705904,-0.5057952979705904,-0.5057952979705904,-0.5057952979705904
480,6e-06,6e-06,0.066078,0.044677,0.071853,0.013506799999999998,0.08412649999999999,0.0,0.032959699999999995,0.017447099999999997,5.17744140625e-06,6.33466796875e-06,0.0806386637488,9.063671875e-06,0.025407492240299995,8.0,4.0,1.0,13.0,3.0,CC11CM51,CP010433.1871619.1873144,CC11CM51SCRca8fe6d997384c93b3b4c433516b0e81,Bifidobacterium animalis,28025,1034,-5.154901959985743,-5.154901959985743,-5.154901959985743,-5.154901959985743
481,5e-06,0.117875,0.065708,0.072034,0.241848,0.00332157,0.027543900000000003,0.00129892,0.0251171,0.0,5.43271484375e-06,0.0128899697987,9.30771484375e-06,0.0239417146081,0.241847944266,9.0,8.0,3.0,3.0,1.0,CC11CM29,AB908393.1.1391,CC11CM29SCR8e46eb2a765e42c0b2a435e0fe4dfbc0,Bacteroides uniformis,820,1015,-0.9285746099056037,-0.9285746099056037,-0.9285746099056037,-0.9285746099056037
482,5e-06,0.099829,0.099757,0.130492,0.271933,0.0,0.055436,0.028531,0.0,0.0465124,5.41810913086e-06,5.12719726562e-06,8.19885253906e-06,0.130491637489,5.348828125e-06,1.0,19.0,9.0,1.0,9.0,CC11CM5,FJ611794.1.1404,CC11CM5SCRab2ac7de94bb46c28d19ad5249d75ed7,Ruminococcus faecis,592978,313,-1.0007389288868995,-1.0007389288868995,-1.0007389288868995,-1.0007389288868995
483,8e-06,0.048557,0.06117,0.138151,0.031848,0.0,0.00482784,0.014517,0.00728066,0.00144573,8.27924804687e-06,8.385546875e-06,7.54252929688e-06,8.20593261719e-06,5.42806396484e-06,1.0,9.0,8.0,3.0,4.0,CC11CM86,GQ456229.1.1419,CC11CM86SCR50424156ddf349969e65b098c9f7f08a,Streptococcus danieliae,747656,2667,-1.313739209223804,-1.313739209223804,-1.313739209223804,-1.313739209223804
484,6e-06,0.128897,0.117548,0.29485100000000003,0.26127100000000003,0.0,0.00622723,0.00777123,0.0479381,0.07849919999999999,6.37640380859e-06,9.12017822266e-06,0.00757581165233,5.9995239257800015e-06,5.03215332031e-06,1.0,4.0,3.0,15.0,9.0,CC11CM24,ADMB01000074.90.1632,CC11CM24SCRa635c2dbfc9545b1ae249ac21fecdf71,Megamonas funiformis,742816,22,-0.8897538211702769,-0.8897538211702769,-0.8897538211702769,-0.8897538211702769
485,6e-06,7.000000000000002e-06,8e-06,0.242168,0.015703,0.0,0.0,0.0,0.0,0.0464214,5.95847167969e-06,7.264770507810001e-06,7.58374023438e-06,0.242168087899,0.0157028756532,1.0,1.0,1.0,1.0,2.0,CC11CM73,X67149.1.1349,CC11CM73SCR50ff839bd7dd400a808f9a124cd6571d,Atopobium rimae,1383,192,-5.096910013008056,-5.096910013008056,-5.096910013008056,-5.096910013008056
486,0.25100300000000003,0.214127,0.254734,0.003853,0.203182,0.00189324,0.0019526,0.0114056,0.000405058,0.0,7.33941650391e-06,6.16735839844e-06,0.0462708550204,0.00385332679925,0.203182135555,3.0,3.0,4.0,2.0,1.0,CC11CM16,ACIJ02000018.407302.408819,CC11CM16SCR0fcc143c6c8240958774ef0d1485e7c0,Prevotella tannerae,626522,1668,-0.6693265393827961,-0.6693265393827961,-0.6693265393827961,-0.6693265393827961
487,6e-06,0.168175,0.114963,0.109374,0.154906,0.00344778,0.054541699999999985,0.0193195,0.00894385,0.0,5.00139770508e-06,8.70285644531e-06,0.004500958304999999,0.00773609740847,0.154906245355,3.0,10.0,5.0,3.0,1.0,CC11CM21,NR_109439.1,CC11CM21SCRf3c17e76941b432caf6fe8942aa0313e,Parabacteroides chartae,1037355,287,-0.7742359812566322,-0.7742359812566322,-0.7742359812566322,-0.7742359812566322
488,0.079385,0.069497,0.027587,0.048073000000000005,0.245572,0.108259,0.000385886,0.0338562,0.0173523,0.0,5.45407714844e-06,0.0238871397059,9.30771484375e-06,0.0260458258393,0.245571966407,12.0,2.0,5.0,3.0,1.0,CC11CM46,AB510700.1.1488,CC11CM46SCR4c714d1d68844591b68f775e36de6cdb,Bacteroides eggerthii,28111,2132,-1.1580276932726448,-1.1580276932726448,-1.1580276932726448,-1.1580276932726448
489,0.065447,7.000000000000002e-06,0.20636,0.263375,0.08684299999999999,0.019896200000000003,0.00728921,0.0147758,0.0470937,0.014420600000000004,7.949462890619997e-06,7.241760253910001e-06,0.0140072092237,5.9995239257800015e-06,5.03215332031e-06,3.0,3.0,9.0,14.0,5.0,CC11CM36,NR_119336.1,CC11CM36SCR29d32f8120fc4e279718bcf70579871f,[Clostridium] paradoxum,29346,43,-5.096910013008056,-5.096910013008056,-5.096910013008056,-5.096910013008056
490,0.342037,0.335845,0.423144,0.189272,0.145885,0.0028166,0.0186847,0.0972053,0.0484584,0.0,0.006767395721699999,0.0114146296505,7.918981933589999e-06,9.09658203125e-06,0.145885213373,3.0,3.0,7.0,9.0,1.0,CC11CM57,ADMC01000036.3662.5175,CC11CM57SCRaaf96c37b43f48458e983841744dba85,Odoribacter laneus,742817,84,-0.47385981987763826,-0.47385981987763826,-0.47385981987763826,-0.47385981987763826
491,9e-06,8e-06,0.072631,0.074472,0.128254,0.027463,0.0,0.0396298,0.00600903,0.0134678,5.23884277344e-06,8.39464111328e-06,5.52094726562e-06,0.005600159064560001,5.03215332031e-06,3.0,1.0,10.0,3.0,8.0,CC11CM8,NR_025019.1,CC11CM8SCR5200b77fddee472ba5116e57f6b14234,Clostridium peptidivorans,100174,157,-5.045757490560675,-5.045757490560675,-5.045757490560675,-5.045757490560675
492,0.322536,0.251795,0.277094,0.218651,0.287244,0.138389,0.0,0.00716338,0.0347886,0.00120734,0.016679178782899998,0.0476429578727,0.0180520303597,0.019351948782400003,0.0734366947797,5.0,1.0,3.0,3.0,2.0,CC11CM47,AQOB01000012.1002.2519,CC11CM47SCR5c713fced43142ea8d1efce47d10fd44,Butyricicoccus pullicaecorum,580596,21,-0.5989511733215869,-0.5989511733215869,-0.5989511733215869,-0.5989511733215869
493,7.000000000000002e-06,9e-06,7.000000000000002e-06,0.030381,0.120533,0.00340011,0.00142249,0.0,0.05610459999999999,0.0127403,5.41618652344e-06,7.40922851562e-06,6.5965942382800004e-06,0.006089619971800001,5.03215332031e-06,7.0,3.0,1.0,4.0,7.0,CC11CM46,NR_122061.1,CC11CM46SCRab10255971cd445684faa45c59f678ee,Clostridium saccharobutylicum,169679,255,-5.0,-5.0,-5.0,-5.0
494,1e-06,6e-06,5e-06,0.095477,0.054302,0.00426078,0.00544822,0.0,0.0264727,0.012128299999999998,5.645649999999999e-07,5.6115234375e-06,5.3505737304699985e-06,6.51046142578e-06,7.419555664060001e-06,7.0,3.0,1.0,5.0,5.0,CC11CM41,NR_074902.1,CC11CM41SCR2a6fb2e4eacd407abce8a864d92271f5,Escherichia fergusonii ATCC 35469,585054,573,-5.154901959985743,-5.154901959985743,-5.154901959985743,-5.154901959985743
495,8e-06,7.000000000000002e-06,8e-06,0.143204,0.026731,0.0464639,0.0350883,0.00794256,0.0242483,0.0,5.645649999999999e-07,5.56275e-07,7.368774414060001e-06,8.20593261719e-06,0.0267313465548,16.0,9.0,7.0,3.0,1.0,CC11CM95,JN581989.1.1512,CC11CM95SCR3d7d0f9d4bee4818b02a254c09572763,Streptococcus gallolyticus,1301,1191,-5.096910013008056,-5.096910013008056,-5.096910013008056,-5.096910013008056
496,0.322536,0.251795,0.277094,0.218651,0.287244,0.138389,0.0,0.00716338,0.0347886,0.00120734,0.016679178782899998,0.0476429578727,0.0180520303597,0.019351948782400003,0.0734366947797,5.0,1.0,3.0,3.0,2.0,CC11CM65,AQOB01000013.872.2389,CC11CM65SCRe39c957de5674d1a921d8d1022c0375b,Butyricicoccus pullicaecorum,580596,124,-0.5989511733215869,-0.5989511733215869,-0.5989511733215869,-0.5989511733215869
497,1e-06,6e-06,5e-06,0.095477,0.054302,0.00426078,0.00544822,0.0,0.0264727,0.012128299999999998,5.645649999999999e-07,5.6115234375e-06,5.3505737304699985e-06,6.51046142578e-06,7.419555664060001e-06,7.0,3.0,1.0,5.0,5.0,CC11CM44,NR_074902.1,CC11CM44SCRe40a91bbae0f4b5bbc65959c026a38cc,Escherichia fergusonii ATCC 35469,585054,1332,-5.154901959985743,-5.154901959985743,-5.154901959985743,-5.154901959985743
498,8e-06,8e-06,1e-05,0.019993,0.056914,0.0902612,0.072378,0.0636853,0.0,0.0165928,5.645649999999999e-07,5.56275e-07,5.1964e-07,0.0199931292951,0.00603309785412,20.0,20.0,19.0,1.0,5.0,CC11CM29,AJ854063.1.1534,CC11CM29SCR83a5e85cffcb4aecb717cde7998b1ce5,Enterobacter nickellidurans,300182,44,-5.045757490560675,-5.045757490560675,-5.045757490560675,-5.045757490560675
499,7.000000000000002e-06,7.000000000000002e-06,0.010037,0.120869,0.095625,0.0,0.000343647,0.00140418,0.0781672,0.0366851,7.24682617188e-06,6.79265136719e-06,9.27325439453e-06,5.801342773440001e-06,5.42806396484e-06,1.0,3.0,3.0,19.0,13.0,CC11CM98,NR_025762.1,CC11CM98SCRe6387570d3f747c2bbf0bafa8900fbbb,Veillonella caviae,248316,126,-5.096910013008056,-5.096910013008056,-5.096910013008056,-5.096910013008056
500,1e-05,0.119993,0.3657510000000001,0.138466,0.105475,0.0,0.0,0.145788,0.168843,0.00572325,9.93371582031e-06,0.05699899166119999,5.88701171875e-06,5.801342773440001e-06,5.03215332031e-06,1.0,1.0,6.0,17.0,7.0,CC11CM31,NR_074928.1,CC11CM31SCR669f5a2f454349f59a8b41eb7648cd39,Acidaminococcus fermentans DSM 20731,591001,81,-0.9208404692193565,-0.9208404692193565,-0.9208404692193565,-0.9208404692193565
501,6e-06,0.021693,0.171527,0.170461,0.148766,0.0,0.00346408,0.0,0.0,0.0182927,5.59462890625e-06,0.00252971039946,0.0746904972292,0.17046132761799998,5.42806396484e-06,1.0,3.0,1.0,1.0,12.0,CC11CM43,FN178462.1.1434,CC11CM43SCR8b6c1ed9c0e143988e5b4dd8ab034403,Olsenella umbonata,604330,254,-1.6636603641792174,-1.6636603641792174,-1.6636603641792174,-1.6636603641792174
502,0.105312,0.082728,6e-06,0.170778,0.14815,0.0180877,0.0,0.0,0.0,0.0222936,6.2890502929699994e-06,0.082727982688,6.09838867188e-06,0.17077790172899998,8.12546386719e-06,5.0,1.0,1.0,1.0,11.0,CC11CM11,AZJF01000008.74711.76229,CC11CM11SCR3aa92695d34a4b6a86e7519cd8918305,Ruminococcus gnavus,1073375,653,-1.082342225244808,-1.082342225244808,-1.082342225244808,-1.082342225244808
503,6e-06,6e-06,0.187983,0.14843900000000002,0.122981,0.00105513,0.0,0.00888627,0.0980507,0.0190785,5.62133789063e-06,6.42431640625e-06,0.0346058141723,5.9995239257800015e-06,5.03215332031e-06,3.0,1.0,3.0,17.0,7.0,CC11CM52,DQ223729.1.1540,CC11CM52SCR3c0561d0497e4b25bd6d149807d0dbd6,Megasphaera sueciensis,349094,8,-5.154901959985743,-5.154901959985743,-5.154901959985743,-5.154901959985743
504,0.033444,6e-06,8e-06,8e-06,0.105417,0.0,0.0,0.0,0.0,0.0175907,0.0334441269647,6.25022888184e-06,8.32544402363e-06,8.26641845703e-06,5.348828125e-06,1.0,1.0,1.0,1.0,5.0,CC11CM38,HQ457030.1.1394,CC11CM38SCRc83cd9451db84a39bec0a484bc426213,Faecalibacterium prausnitzii,853,3722,-5.154901959985743,-5.154901959985743,-5.154901959985743,-5.154901959985743
